"GIUDIZIO","GENERE","NAZIONE","ANNO","DURATA","VISIBILITÀ"
3,"DRA","USA",61,115,"ADU"
4,"DRA","BEL",88,115,"TUT"
2,"GIA","USA",82,115,"GEN"
3,"DRA","AUS",75,115,"GEN"
3,"COM","ITA",86,115,"GEN"
3,"DRA","USA",55,115,"GEN"
3,"DRA","USA",93,115,"ADU"
2,"COM","USA",91,115,"GEN"
2,"WES","ITA",71,115,"GEN"
4,"AVV","GB",39,115,"TUT"
4,"DRA","USA",32,115,"GEN"
3,"COM","GB",85,115,"GEN"
2,"POL","USA",73,115,"GEN"
2,"WES","ITA",71,115,"GEN"
2,"COM","USA",64,115,"ADU"
3,"COM","USA",78,116,"TUT"
3,"GRO","USA",65,116,"GEN"
3,"COM","USA",83,116,"GEN"
3,"AVV","USA",92,116,"ADU"
4,"COM","USA",81,116,"GEN"
1,"COM","USA",89,116,"GEN"
2,"SPI","USA",65,116,"GEN"
2,"COM","ITA",78,117,"GEN"
2,"COM","ITA",83,117,"GEN"
4,"FAN","USA",79,117,"ADU"
2,"COM","ITA",78,117,"GEN"
3,"DRA","USA",58,117,"GEN"
3,"DRA","USA",88,117,"ADU"
2,"AVV","USA",90,118,"ADU"
3,"COM","USA",57,118,"GEN"
2,"DRA","GB",52,118,"GEN"
3,"WES","USA",53,118,"ADU"
3,"WES","USA",60,118,"GEN"
2,"HOR","USA",85,118,"ADU"
3,"CMC","ITA",94,118,"TUT"
4,"SEN","USA",73,118,"GEN"
3,"COM","ITA",54,118,"GEN"
3,"AVV","USA",84,118,"TUT"
3,"AVV","USA",84,118,"TUT"
3,"GIA","USA",22,118,"GEN"
4,"DRA","ITA",61,119,"ADU"
3,"AVV","USA",76,119,"GEN"
2,"COM","GB",63,119,"GEN"
3,"AVV","USA",35,119,"TUT"
2,"COM","GB",63,119,"GEN"
3,"COM","USA",89,119,"GEN"
4,"WES","USA",56,119,"ADU"
3,"CMC","ITA",91,120,"TUT"
2,"DRA","USA",94,120,"GEN"
2,"THR","USA",78,120,"GEN"
2,"HOR","USA",92,120,"ADU"
2,"THR","USA",78,120,"GEN"
1,"THR","USA",90,120,"ADU"
2,"DRA","ITA",90,120,"ADU"
1,"AVV","USA",79,120,"TUT"
2,"DRA","ITA",90,120,"GEN"
2,"AVV","USA",92,120,"ADU"
2,"COM","ITA",57,120,"TUT"
2,"MUS","USA",91,120,"ADU"
2,"DRA","USA",90,120,"ADU"
3,"DRA","USA",78,120,"ADU"
2,"DRA","ITA",90,120,"GEN"
1,"POL","USA",90,120,"ADU"
3,"COM","USA",64,120,"TUT"
2,"SEN","USA",80,120,"TUT"
1,"THR","USA",90,120,"ADU"
2,"DRA","USA",94,120,"ADU"
2,"DRA","USA",92,120,"GEN"
3,"DRA","USA",58,120,"GEN"
3,"HOR","USA",82,120,"ADU"
3,"COM","USA",90,120,"GEN"
2,"POL","FRA",83,120,"GEN"
3,"DRA","ITA",64,120,"GEN"
2,"DRA","USA",56,121,"GEN"
3,"WES","USA",59,121,"GEN"
2,"DRA","GB",90,121,"GEN"
3,"COM","USA",56,121,"GEN"
5,"WES","USA",59,121,"GEN"
2,"SEN","USA",59,121,"GEN"
2,"DRA","GB",90,121,"GEN"
3,"THR","USA",62,121,"GEN"
2,"AVV","USA",74,122,"GEN"
3,"PSI","FRA",81,122,"ADU"
3,"COM","USA",79,122,"GEN"
2,"DRA","USA",88,122,"GEN"
2,"DRA","USA",88,122,"GEN"
2,"AVV","USA",89,122,"GEN"
2,"AVV","USA",85,123,"GEN"
2,"AVV","USA",85,123,"ADU"
2,"DRA","USA",41,123,"GEN"
3,"DRA","USA",89,123,"GEN"
3,"DRA","USA",90,123,"ADU"
3,"DRA","USA",86,123,"GEN"
3,"THR","USA",79,123,"GEN"
3,"AVV","GB",77,123,"GEN"
3,"AVV","USA",40,123,"ADU"
2,"AVV","GB",86,123,"GEN"
4,"AVV","USA",75,124,"GEN"
3,"DRA","USA",87,124,"ADU"
2,"COM","ITA",71,124,"GEN"
2,"COM","USA",60,124,"GEN"
2,"SEN","USA",59,124,"GEN"
1,"COM","ITA",73,124,"ADU"
2,"COM","USA",89,124,"GEN"
2,"SEN","USA",59,124,"GEN"
3,"COM","ITA",63,125,"GEN"
3,"DRA","USA",77,125,"GEN"
3,"AVV","ITA",64,125,"GEN"
3,"THR","FRA",90,125,"ADU"
3,"AVV","ITA",64,125,"GEN"
3,"THR","FRA",90,125,"ADU"
2,"AVV","ITA",76,125,"TUT"
3,"DRA","USA",77,125,"GEN"
3,"THR","USA",92,125,"ADU"
3,"WES","USA",64,125,"ADU"
3,"COM","ITA",63,125,"GEN"
2,"POL","USA",81,125,"ADU"
3,"WES","USA",64,125,"ADU"
2,"DRA","USA",62,126,"GEN"
3,"WES","USA",60,126,"GEN"
2,"DRA","USA",62,126,"GEN"
3,"AVV","USA",85,126,"ADU"
2,"DRA","USA",61,126,"GEN"
3,"FAN","USA",92,126,"TUT"
2,"DRA","USA",91,126,"ADU"
2,"DRA","USA",86,126,"ADU"
2,"BIO","USA",77,127,"ADU"
3,"THR","USA",92,127,"ADU"
3,"DRA","USA",89,127,"GEN"
5,"COM","ITA",73,127,"GEN"
2,"AVV","USA",86,127,"ADU"
2,"WES","USA",69,128,"GEN"
3,"WES","USA",69,128,"GEN"
2,"THR","GB",74,128,"GEN"
4,"DRA","USA",63,129,"TUT"
3,"AVV","GB",84,129,"GEN"
2,"POL","USA",73,129,"ADU"
3,"AVV","GB",84,129,"GEN"
2,"DRA","USA",76,130,"GEN"
3,"AVV","USA",75,130,"GEN"
3,"AVV","USA",75,130,"GEN"
2,"COM","ITA",87,130,"GEN"
1,"AVV","USA",66,130,"GEN"
2,"AZI","GB",85,130,"GEN"
3,"DRA","USA",43,130,"GEN"
2,"COM","ITA",87,130,"GEN"
3,"AVV","USA",75,130,"GEN"
2,"THR","GB",74,130,"GEN"
3,"WES","USA",76,131,"GEN"
2,"BEL","GB",69,132,"GEN"
3,"COM","USA",82,133,"GEN"
3,"COM","USA",82,133,"GEN"
2,"DRA","USA",91,134,"ADU"
2,"AVV","USA",76,134,"GEN"
2,"AVV","USA",76,134,"GEN"
2,"MUS","USA",79,134,"GEN"
2,"DRA","USA",91,134,"ADU"
2,"DRA","USA",91,134,"GEN"
2,"AZI","GB",89,135,"GEN"
3,"DRA","USA",66,135,"GEN"
3,"DRA","USA",91,135,"GEN"
3,"AVV","USA",73,135,"GEN"
3,"WES","USA",76,135,"GEN"
3,"BEL","USA",45,135,"GEN"
2,"DRA","USA",66,135,"GEN"
2,"COM","USA",92,135,"GEN"
2,"DRA","USA",92,135,"GEN"
4,"FAN","USA",77,135,"ADU"
3,"COM","USA",82,136,"GEN"
3,"COM","USA",61,136,"TUT"
3,"AZI","GB",83,137,"GEN"
3,"DRA","USA",84,137,"ADU"
4,"COM","ITA",87,137,"TUT"
3,"AVV","GB",83,137,"GEN"
4,"POL","USA",93,137,"ADU"
3,"BIO","USA",83,137,"GEN"
2,"DRA","ITA",68,138,"ADU"
3,"DRA","USA",56,139,"ADU"
5,"WES","USA",69,139,"ADU"
4,"COM","ITA",75,140,"GEN"
3,"DRA","GER",85,140,"GEN"
4,"DRA","USA",90,140,"GEN"
4,"COM","ITA",75,140,"GEN"
2,"FAN","GB",76,140,"GEN"
2,"DRA","GB",68,140,"ADU"
2,"DRA","ITA",79,140,"ADU"
3,"BEL","GER",80,140,"GEN"
2,"WES","USA",92,140,"GEN"
5,"WES","USA",59,141,"GEN"
3,"BIO","USA",92,144,"GEN"
3,"BIO","USA",92,144,"GEN"
3,"COM","USA",72,144,"GEN"
2,"SPI","USA",73,144,"GEN"
3,"MUS","USA",68,151,"ADU"
2,"DRA","USA",57,152,"GEN"
3,"DRA","USA",87,152,"ADU"
3,"DRA","USA",87,152,"ADU"
3,"DRA","GB",62,153,"ADU"
3,"DRA","GB",48,153,"GEN"
3,"AVV","USA",65,154,"GEN"
2,"BIO","USA",43,156,"GEN"
2,"BIO","USA",43,156,"GEN"
2,"WES","USA",64,159,"GEN"
3,"WES","USA",64,159,"GEN"
4,"DRA","ITA",87,160,"GEN"
4,"BEL","GB",57,161,"ADU"
2,"BEL","USA",65,165,"GEN"
3,"DRA","USA",57,168,"GEN"
3,"DRA","USA",57,168,"GEN"
2,"STO","ITA",66,174,"TUT"
2,"STO","ITA",66,174,"TUT"
3,"BIO","GB",82,189,"TUT"
4,"DRA","USA",91,189,"ADU"
4,"DRA","USA",59,212,"GEN"
4,"GAN","USA",84,220,"ADU"
4,"GAN","USA",84,220,"ADU"
4,"STO","USA",56,222,"TUT"
3,"AVV","USA",56,222,"TUT"
2,"DRA","SPA",72,95,"ADU"
3,"BEL","USA",83,103,"ADU"
3,"WES","USA",59,106,"ADU"
2,"GIA","USA",86,89,"ADU"
3,"AVV","USA",87,104,"ADU"
3,"GIA","USA",82,116,"ADU"
3,"WES","USA",73,122,"ADU"
2,"GIA","USA",50,93,"ADU"
3,"THR","USA",91,128,"ADU"
2,"GIA","USA",89,93,"ADU"
2,"THR","USA",90,107,"ADU"
1,"GIA","ITA",88,85,"ADU"
2,"AVV","USA",89,106,"ADU"
2,"BIO","ITA",86,125,"ADU"
1,"THR","USA",93,88,"ADU"
3,"GIA","ITA",75,128,"ADU"
1,"THR","USA",92,105,"ADU"
3,"GAN","GB",90,119,"ADU"
1,"THR","GER",91,95,"ADU"
2,"FAN","USA",89,95,"ADU"
2,"THR","USA",92,92,"ADU"
2,"FAN","USA",87,102,"ADU"
1,"SEX","ITA",78,90,"ADU"
2,"FAN","USA",87,97,"ADU"
3,"SEN","USA",84,108,"ADU"
2,"DRA","USA",93,90,"ADU"
2,"POL","USA",73,124,"ADU"
3,"DRA","USA",56,114,"ADU"
2,"POL","ITA",73,105,"ADU"
3,"DRA","USA",42,127,"ADU"
2,"POL","USA",87,102,"ADU"
2,"DRA","USA",84,108,"ADU"
2,"POL","USA",73,111,"ADU"
3,"DRA","ITA",91,85,"ADU"
2,"POL","USA",91,91,"ADU"
2,"DRA","GB",58,99,"ADU"
1,"POL","USA",92,90,"ADU"
4,"CMC","USA",80,130,"ADU"
2,"MUS","USA",75,137,"ADU"
3,"DRA","USA",63,101,"ADU"
2,"HOR","USA",78,116,"ADU"
3,"DRA","GB",87,135,"ADU"
3,"HOR","USA",82,113,"ADU"
2,"DRA","USA",94,87,"ADU"
2,"AZI","USA",91,93,"ADU"
4,"DRA","USA",93,100,"ADU"
2,"HOR","USA",90,99,"ADU"
2,"DRA","USA",90,88,"ADU"
2,"HOR","CAN",88,95,"ADU"
3,"DRA","USA",85,85,"ADU"
2,"GIA","USA",89,100,"ADU"
2,"DRA","USA",51,87,"ADU"
2,"GIA","GB",91,99,"ADU"
2,"DRA","USA",63,101,"ADU"
3,"WES","USA",54,100,"ADU"
3,"DRA","USA",80,132,"ADU"
2,"THR","USA",94,90,"ADU"
2,"DRA","GB",91,101,"ADU"
2,"THR","USA",94,100,"ADU"
2,"DRA","USA",92,92,"ADU"
3,"THR","USA",94,90,"ADU"
4,"DRA","USA",55,111,"ADU"
2,"THR","USA",95,98,"ADU"
2,"DRA","FRA",91,96,"ADU"
2,"POL","USA",88,99,"ADU"
2,"DRA","USA",93,89,"ADU"
3,"POL","USA",87,107,"ADU"
2,"DRA","FRA",63,95,"ADU"
2,"POL","CAN",80,97,"ADU"
2,"DRA","USA",71,97,"ADU"
2,"POL","USA",86,100,"ADU"
2,"DRA","USA",92,90,"ADU"
2,"AVV","USA",89,98,"ADU"
3,"DRA","USA",59,114,"ADU"
4,"HOR","GB",58,82,"ADU"
2,"DRA","USA",91,90,"ADU"
2,"GIA","HOL",88,105,"ADU"
2,"DRA","USA",91,99,"ADU"
2,"WES","ITA",73,98,"ADU"
3,"DRA","USA",77,118,"ADU"
2,"THR","USA",94,90,"ADU"
2,"DRA","USA",91,90,"ADU"
2,"THR","USA",90,100,"ADU"
2,"DRA","CAN",87,100,"ADU"
3,"POL","USA",89,106,"ADU"
2,"DRA","USA",93,91,"ADU"
2,"POL","ITA",51,90,"ADU"
4,"DRA","USA",67,109,"ADU"
1,"HOR","ITA",88,82,"ADU"
2,"COM","SPA",90,101,"ADU"
3,"GIA","USA",91,130,"ADU"
2,"COM","ITA",92,95,"ADU"
2,"AVV","USA",85,90,"ADU"
2,"COM","ITA",75,105,"ADU"
2,"POL","USA",73,95,"ADU"
2,"COM","ITA",91,105,"ADU"
2,"AZI","USA",87,88,"ADU"
2,"COM","ITA",85,100,"ADU"
3,"AVV","USA",75,128,"ADU"
1,"COM","ITA",76,100,"ADU"
4,"THR","USA",86,117,"ADU"
3,"COM","USA",80,121,"ADU"
3,"HOR","USA",63,101,"ADU"
1,"COM","ITA",70,86,"ADU"
2,"DRA","USA",91,110,"GEN"
1,"CMC","ITA",76,101,"GEN"
2,"AVV","ITA",76,100,"GEN"
2,"DRA","USA",59,123,"GEN"
4,"WES","USA",59,141,"GEN"
3,"COM","ITA",78,91,"GEN"
3,"COM","USA",36,115,"GEN"
3,"COM","SPA",88,100,"GEN"
2,"WES","USA",69,119,"GEN"
2,"DRA","USA",87,100,"GEN"
3,"COM","USA",87,97,"GEN"
3,"COM","ITA",67,120,"GEN"
2,"WES","USA",69,110,"GEN"
2,"DRA","FRA",86,110,"GEN"
3,"COM","ITA",91,88,"GEN"
3,"COM","USA",87,131,"GEN"
3,"WES","USA",68,92,"GEN"
2,"COM","ITA",85,107,"GEN"
1,"WES","ITA",67,105,"GEN"
3,"COM","USA",37,84,"GEN"
2,"COM","ITA",79,98,"GEN"
2,"DRA","ITA",91,94,"GEN"
3,"WES","USA",55,96,"GEN"
2,"DRA","USA",58,158,"GEN"
2,"WES","USA",52,91,"GEN"
1,"COM","ITA",94,102,"GEN"
2,"COM","USA",90,80,"GEN"
3,"DRA","ITA",60,110,"GEN"
2,"COM","ITA",93,121,"GEN"
1,"DRA","ITA",82,122,"GEN"
4,"COM","USA",86,96,"GEN"
2,"DRA","USA",89,105,"GEN"
3,"COM","USA",87,102,"GEN"
2,"AVV","CAN",79,101,"GEN"
2,"WES","USA",57,102,"GEN"
2,"THR","USA",93,106,"GEN"
3,"COM","USA",39,86,"GEN"
2,"DRA","CAN",81,121,"GEN"
2,"COM","USA",92,87,"GEN"
4,"DRA","USA",63,101,"GEN"
2,"COM","ITA",83,117,"GEN"
3,"THR","USA",79,102,"GEN"
2,"COM","USA",84,94,"GEN"
3,"AVV","USA",58,86,"GEN"
2,"COM","USA",90,90,"GEN"
3,"DRA","USA",52,90,"GEN"
2,"AVV","GB",89,94,"GEN"
2,"COM","USA",83,93,"GEN"
2,"COM","ITA",80,95,"GEN"
2,"DRA","USA",86,91,"GEN"
2,"WES","USA",68,114,"GEN"
3,"DRA","USA",40,100,"GEN"
2,"WES","ITA",68,83,"GEN"
4,"DRA","FRA",43,90,"GEN"
3,"THR","USA",88,100,"GEN"
3,"STO","ITA",41,87,"GEN"
2,"THR","FRA",78,95,"GEN"
2,"SPI","USA",84,113,"GEN"
2,"COM","ITA",90,90,"GEN"
2,"COM","ITA",82,114,"GEN"
2,"AVV","ITA",82,92,"GEN"
3,"COM","ITA",65,100,"GEN"
3,"DRA","USA",80,117,"GEN"
3,"COM","ITA",88,92,"GEN"
2,"DRA","USA",61,153,"GEN"
3,"AVV","USA",80,119,"GEN"
1,"DRA","ITA",81,88,"GEN"
2,"AVV","USA",90,90,"GEN"
2,"SPI","GB",87,130,"GEN"
1,"COM","ITA",86,101,"GEN"
2,"COM","USA",89,96,"GEN"
2,"COM","ITA",82,113,"GEN"
1,"SEN","USA",93,90,"GEN"
2,"AVV","USA",84,96,"GEN"
1,"DRA","USA",88,92,"GEN"
3,"COM","USA",57,110,"GEN"
1,"DRA","ITA",81,107,"GEN"
3,"COM","ITA",89,90,"GEN"
4,"DRA","USA",75,113,"GEN"
5,"COM","USA",32,83,"GEN"
1,"SEN","USA",92,90,"GEN"
2,"COM","USA",88,92,"GEN"
2,"DRA","ITA",53,95,"GEN"
3,"COM","FRA",90,94,"GEN"
3,"SEN","USA",40,103,"GEN"
2,"COM","GB",80,110,"GEN"
2,"DRA","USA",93,90,"GEN"
2,"AVV","USA",79,115,"GEN"
2,"AVV","USA",80,121,"GEN"
2,"AVV","ITA",40,98,"GEN"
3,"AVV","USA",55,115,"GEN"
2,"COM","USA",69,132,"GEN"
2,"CMC","USA",88,85,"GEN"
2,"AVV","USA",81,95,"GEN"
3,"POL","USA",46,99,"GEN"
3,"DRA","USA",55,117,"GEN"
3,"POL","USA",88,103,"GEN"
2,"COM","ITA",92,103,"GEN"
2,"DRA","GB",78,121,"GEN"
2,"COM","ITA",54,100,"GEN"
1,"DRA","ITA",68,95,"GEN"
3,"WES","USA",80,95,"GEN"
1,"AVV","ITA",85,93,"GEN"
3,"WES","USA",67,126,"GEN"
2,"AVV","USA",91,135,"GEN"
2,"COM","USA",91,104,"GEN"
2,"DRA","USA",89,117,"GEN"
2,"WES","ITA",68,132,"GEN"
2,"AVV","CAN",85,85,"GEN"
2,"COM","USA",59,80,"GEN"
2,"AVV","USA",55,106,"GEN"
2,"COM","ITA",88,104,"GEN"
2,"AVV","USA",59,115,"GEN"
3,"COM","USA",83,93,"GEN"
2,"POL","USA",88,98,"GEN"
2,"COM","USA",63,101,"GEN"
2,"DRA","USA",93,89,"GEN"
3,"COM","USA",78,112,"GEN"
2,"FAN","USA",87,100,"GEN"
2,"AVV","USA",89,100,"GEN"
1,"FAN","USA",75,101,"GEN"
2,"COM","USA",82,110,"GEN"
3,"FAN","USA",84,107,"GEN"
1,"COM","USA",84,92,"GEN"
2,"FAN","USA",81,109,"GEN"
2,"COM","USA",88,98,"GEN"
2,"AVV","USA",87,99,"GEN"
3,"COM","ITA",91,100,"GEN"
2,"AVV","USA",90,106,"GEN"
3,"COM","ITA",76,85,"GEN"
1,"CMC","ITA",70,91,"GEN"
2,"COM","USA",87,89,"GEN"
2,"FAN","USA",87,98,"GEN"
3,"THR","USA",88,120,"GEN"
2,"AVV","ITA",92,114,"GEN"
3,"COM","GB",90,115,"GEN"
2,"CMC","ITA",80,99,"GEN"
2,"COM","USA",91,95,"GEN"
3,"POL","USA",88,106,"GEN"
3,"COM","ITA",68,128,"GEN"
2,"POL","USA",91,99,"GEN"
3,"COM","USA",90,126,"GEN"
2,"FAN","USA",82,113,"GEN"
2,"DRA","ARG",86,118,"GEN"
2,"FAN","USA",80,100,"GEN"
3,"DRA","USA",68,144,"GEN"
2,"FAN","USA",84,114,"GEN"
2,"WES","USA",69,91,"GEN"
3,"GAN","USA",39,104,"GEN"
2,"COM","ITA",65,112,"GEN"
2,"CMC","USA",89,97,"GEN"
2,"WES","USA",69,128,"GEN"
2,"GIA","ITA",80,98,"GEN"
2,"COM","GER",93,114,"GEN"
2,"AVV","USA",83,107,"GEN"
1,"COM","ITA",87,95,"GEN"
1,"BIO","ITA",55,104,"GEN"
3,"WES","USA",65,120,"GEN"
2,"MUS","USA",54,132,"GEN"
2,"THR","USA",78,100,"GEN"
1,"BEL","CAN",88,105,"GEN"
2,"COM","USA",58,107,"GEN"
2,"GIA","USA",75,90,"GEN"
3,"COM","USA",48,116,"GEN"
3,"BEL","GB",77,123,"GEN"
2,"COM","USA",84,98,"GEN"
2,"BEL","USA",70,145,"GEN"
4,"DRA","USA",73,112,"GEN"
2,"MUS","ITA",66,90,"GEN"
4,"DRA","USA",40,129,"GEN"
3,"BEL","ITA",69,127,"GEN"
3,"COM","USA",82,105,"GEN"
2,"GIA","USA",92,100,"GEN"
2,"WES","ITA",67,87,"GEN"
2,"BEL","USA",48,96,"GEN"
2,"COM","USA",56,101,"GEN"
3,"GIA","USA",87,121,"GEN"
3,"THR","USA",92,125,"GEN"
2,"BEL","GB",70,100,"GEN"
2,"COM","USA",89,107,"GEN"
2,"AZI","GB",74,125,"GEN"
3,"DRA","USA",80,98,"GEN"
2,"AZI","USA",85,88,"GEN"
2,"COM","USA",90,96,"GEN"
3,"HOR","USA",86,95,"GEN"
3,"COM","USA",91,108,"GEN"
1,"AZI","USA",92,90,"GEN"
2,"AVV","USA",91,91,"GEN"
2,"AVV","GB",79,127,"GEN"
2,"AVV","GER",72,100,"GEN"
2,"MUS","USA",68,151,"GEN"
3,"DRA","FRA",92,106,"GEN"
4,"HOR","USA",32,64,"GEN"
2,"COM","ITA",76,102,"GEN"
3,"HOR","USA",31,71,"GEN"
3,"COM","USA",75,105,"GEN"
2,"COM","USA",89,91,"TUT"
2,"COM","USA",87,103,"TUT"
2,"AVV","USA",85,99,"TUT"
3,"DRA","USA",91,100,"TUT"
4,"AVV","USA",32,70,"TUT"
3,"DRA","USA",60,134,"TUT"
5,"MUS","USA",49,98,"TUT"
3,"COM","USA",73,130,"TUT"
2,"AVV","ITA",72,95,"TUT"
2,"COM","USA",91,100,"TUT"
2,"BIO","ITA",51,91,"TUT"
2,"COM","USA",76,115,"TUT"
2,"AVV","ITA",82,92,"TUT"
2,"COM","USA",58,95,"TUT"
2,"AVV","AUS",86,95,"TUT"
2,"AVV","USA",90,95,"TUT"
4,"FAN","USA",84,91,"TUT"
2,"COM","USA",82,97,"TUT"
2,"FAN","USA",90,118,"TUT"
3,"COM","USA",64,140,"TUT"
2,"AVV","ITA",75,115,"TUT"
3,"THR","USA",75,115,"TUT"
3,"DRA","GB",84,90,"TUT"
2,"COM","ITA",50,90,"TUT"
2,"CMC","USA",88,90,"TUT"
1,"AVV","ITA",80,104,"TUT"
2,"CMC","ITA",61,107,"TUT"
3,"COM","ITA",90,117,"TUT"
2,"POL","USA",85,101,"TUT"
2,"COM","USA",90,88,"TUT"
2,"SEN","USA",93,90,"TUT"
3,"COM","USA",89,107,"TUT"
3,"SEN","USA",91,110,"TUT"
2,"COM","USA",61,97,"TUT"
2,"CMC","ITA",50,85,"TUT"
2,"AVV","USA",91,107,"TUT"
2,"DRA","FRA",79,90,"TUT"
2,"COM","USA",92,121,"TUT"
2,"COM","USA",87,103,"TUT"
2,"COM","ITA",73,128,"TUT"
2,"COM","USA",91,96,"TUT"
4,"AVV","USA",92,101,"TUT"
2,"MUS","USA",49,90,"TUT"
3,"WES","USA",52,93,"TUT"
2,"MUS","USA",50,97,"TUT"
2,"COM","USA",68,90,"TUT"
3,"BIO","USA",43,156,"TUT"
2,"COM","ITA",87,94,"TUT"
3,"CMC","USA",52,96,"TUT"
3,"COM","USA",63,101,"TUT"
4,"CMC","USA",37,111,"TUT"
2,"COM","USA",51,98,"TUT"
3,"CMC","USA",32,68,"TUT"
2,"COM","USA",91,112,"TUT"
2,"CMC","ITA",62,95,"TUT"
3,"COM","FIN",89,78,"TUT"
2,"CMC","USA",54,103,"TUT"
2,"COM","ITA",41,89,"TUT"
2,"AVV","GB",76,98,"TUT"
2,"COM","USA",60,100,"TUT"
2,"AVV","ITA",79,109,"TUT"
2,"COM","USA",48,99,"TUT"
2,"BEL","USA",63,140,"TUT"
2,"COM","USA",84,101,"TUT"
3,"FAN","USA",39,101,"TUT"
2,"COM","USA",92,86,"TUT"
2,"CMC","USA",86,92,"TUT"
2,"COM","ITA",87,102,"TUT"
3,"DRA","USA",93,114,"TUT"
3,"COM","ITA",37,86,"TUT"
2,"COM","USA",80,100,"TUT"
2,"COM","ITA",66,95,"TUT"
2,"MUS","USA",47,96,"TUT"
3,"COM","USA",90,102,"TUT"
2,"CMC","USA",60,88,"TUT"
1,"COM","USA",89,87,"TUT"
2,"COM","ITA",92,93,"TUT"
3,"COM","ITA",59,92,"TUT"
2,"CMC","ITA",74,90,"TUT"
3,"COM","FRA",69,95,"TUT"
3,"FAN","GER",84,90,"TUT"
4,"COM","USA",34,96,"TUT"
,"DRA","USA",47,104,
,"DRA","SVE",66,85,
,"MUS","USA",73,120,
,"AVV","USA",81,115,
,"DRA","SVE",63,95,
,"STO","USA",59,212,
,"COM","ITA",64,90,
,"COM","USA",88,108,
,"COM","USA",66,114,
,"COM","ITA",70,117,
,"DRA","ITA",77,122,
,"AVV","USA",84,101,
,"DRA","USA",79,101,
,"DRA","USA",81,90,
,"FAN","USA",41,84,
,"DRA","ITA",60,102,
,"COM","ITA",72,99,
,"COM","ITA",58,100,
,"COM","ITA",86,120,
,"THR","USA",84,102,
,"COM","USA",89,117,
,"WES","ITA",64,96,
,"DRA","ITA",91,134,
,"DRA","ITA",67,92,
,"COM","USA",87,118,
,"DRA","ITA",87,119,
,"DRA","ITA",68,95,
,"COM","USA",79,116,
,"WES","ITA",65,126,
,"COM","USA",88,105,
,"DRA","USA",90,100,
,"DRA","USA",91,124,
,"DRA","USA",80,128,
,"COM","USA",79,118,
,"COM","ITA",92,125,
,"DRA","ITA",70,93,
,"DRA","ITA",77,105,
,"COM","ITA",93,121,
,"DRA","USA",53,84,
,"DRA","ITA",63,125,
,"CMC","ITA",71,91,
,"HOR","USA",31,71,
,"DRA","ITA",77,102,
,"SEN","ITA",85,108,
,"DRA","ITA",90,80,
,"COM","USA",78,94,
,"FAN","USA",88,110,
,"AVV","USA",74,120,
,"COM","USA",87,98,
,"COM","ITA",91,92,
,"DRA","ITA",87,90,
,"DRA","ITA",92,95,
,"COM","USA",53,91,
,"COM","ITA",82,118,
,"COM","USA",87,102,
,"DRA","ITA",93,88,
,"DRA","ITA",92,134,
,"COM","ITA",66,112,
,"WES","ITA",65,126,
,"GIA","ITA",90,96,
,"DRA","ITA",82,102,
,"CMC","USA",31,74,
,"AVV","ITA",61,90,
,"WES","USA",65,120,
,"COM","USA",58,102,
,"FAN","USA",82,112,
,"COM","GB",60,92,
,"DRA","FRA",80,128,
,"DRA","FRA",88,104,
,"DRA","ITA",60,106,
,"COM","USA",39,90,
,"COM","ITA",89,,
,"COM","USA",68,99,
,"DRA","ITA",92,84,
,"COM","ITA",76,115,
,"DRA","ITA",57,90,
,"COM","ITA",57,102,
,"DRA","ITA",71,115,
,"COM","ITA",54,94,
,"DRA","USA",83,113,
,"DRA","USA",62,153,
,"COM","ITA",83,110,
,"DRA","USA",67,101,
,"COM","ITA",57,100,
,"COM","ITA",89,119,
,"COM","ITA",82,97,
,"COM","FRA",59,108,
,"COM","ITA",67,110,
,"DRA","USA",79,101,
,"DRA","USA",81,158,
,"COM","USA",36,90,
,"DRA","ITA",68,118,
,"COM","ITA",63,100,
,"COM","ITA",62,110,
,"COM","ITA",78,106,
,"DRA","USA",51,112,
,"COM","ITA",92,95,
,"COM","ITA",87,112,
,"COM","USA",55,95,
,"COM","USA",28,69,
,"BIO","USA",53,102,
,"COM","USA",55,105,
,"COM","ITA",66,92,
,"COM","ITA",83,110,
,"DRA","GER",82,120,
,"DRA","ITA",83,120,
,"COM","USA",71,109,
,"COM","FRA",60,112,
,"COM","ITA",59,98,
,"COM","USA",56,102,
,"COM","ITA",76,103,
,"MUS","USA",37,89,
,"COM","ITA",62,101,
,"THR","USA",42,110,
,"MUS","ITA",67,90,
,"COM","USA",79,130,
,"AVV","GB",65,102,
,"COM","USA",89,123,
,"WES","USA",60,160,
,"COM","USA",34,96,
,"COM","USA",73,100,
,"THR","USA",81,107,
,"THR","CAN",84,92,
,"THR","GB",81,108,
,"DRA","USA",41,119,
,"COM","FRA",88,110,
,"AVV","FRA",64,109,
,"DRA","USA",76,118,
,"COM","USA",42,101,
,"CMC","USA",54,103,
,"STO","ITA",64,90,
,"DRA","ITA",90,90,
,"COM","USA",53,96,
,"GRO","GER",87,87,
,"COM","ITA",82,102,
,"FAN","USA",92,107,
,"FAN","USA",79,105,
,"COM","FRA",66,120,
,"FAN","USA",84,108,
,"AVV","USA",77,98,
,"FAN","USA",33,70,
,"AVV","USA",83,103,
,"COM","ITA",91,91,
,"CMC","USA",86,98,
,"DRA","USA",92,118,
,"COM","USA",86,105,
,"DRA","ITA",62,195,
